UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0021964Z,UNIVERSITE D'AMIENS (IUT AISNE),4514 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,DROIT DES AFFAIRES,LAON,
0062205P,UNIVERSITE COTE D'AZUR,1,610,26-I-1,MCF,Non,1,,,01/09/2020,28/01/2020,03/03/2020,PROCEDURES OU DROIT ECONOMIQUE,CAMPUS DROIT,
0134009M,UNIVERSITE AIX-MARSEILLE,868 *,80963,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit de la protection sociale - Droit de la sécurité sociale - Droit social étranger ou comparé - Politiques sociales comparées - Droit du travail,Aix en Provence,
0134009M,UNIVERSITE AIX-MARSEILLE,869 *,82122,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit des personnes - Régime général des obligations - Droit patrimonial de la famille,Aix en Provence,
0141408E,UNIVERSITE DE CAEN,4462 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé général,Caen,
0171463Y,UNIVERSITE DE LA ROCHELLE,4151 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Spécialiste de droit social. Il s¿intéresse aux questions et évolutions sociétales liées au monde du travail et/ou à la Responsabilité sociétale et environnementale (RSE) des entreprises.,LA ROCHELLE UNIVERSITE,
0171463Y,UNIVERSITE DE LA ROCHELLE,4156 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé et sciences criminelles,Universite La Rochelle,
0211237F,UNIVERSITE DE DIJON,4500 *,1617,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit,Chalon sur Saone,
0251018W,UNIV. BESANCON (IUT BESANCON-VESOUL),4536 *,0312,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4537 *,0407,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit civil,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4538 *,0288,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit de l_entreprise,BESANCON,
0251215K,UNIVERSITE DE BESANCON,4539 *,1157,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit de la propriété, droit des contrats",BESANCON,
0311382J,UNIVERSITE TOULOUSE 1,4213,,26-I-1,MCF,Non,1,,,01/09/2020,17/02/2020,18/03/2020,"Droit des contrats, sources du droit",Toulouse,
0311382J,UNIVERSITE TOULOUSE 1,4214,,26-I-1,MCF,Non,1,,,01/09/2020,17/02/2020,18/03/2020,Droit social,Toulouse,
0333298F,UNIVERSITE DE BORDEAUX,458,,26-I-1,MCF,Non,1,,,01/09/2020,04/02/2020,09/03/2020,"Droit processuel, procédure pénale, procédure civile",Pessac,
0352317D,I.E.P DE RENNES,4064 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"droit civil, droit de l'entreprise, préparation aux carrières juridiques et judiciaires",Rennes,
0370800U,UNIVERSITE DE TOURS,4452,0744,26-I-1,MCF,Non,1,,,01/09/2020,06/02/2020,09/03/2020,"Droit civil, Droit des affaires",TOURS,
0383546Y,UNIVERSITE GRENOBLE ALPES,22 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Propriété intellectuelle, Droit des affaires et introduction au droit",Grenoble,
0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4311 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,DROIT DES AFFAIRES,IUT ST ETIENNE,S
0440984F,UNIVERSITE DE NANTES,4576 *,0396,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,droit judiciaire privé,Nantes,
0511296G,UNIVERSITE DE REIMS,4419 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit privé, droit civil, droit des affaires, droit du travail, droit de la famille, exécution/criminologie, culture et traditions juridiques",Troyes,
0511296G,UNIVERSITE DE REIMS,4433 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit pénal, procédure pénal, criminologie",Reims,
0542493S,UNIVERSITE DE LORRAINE,1270 *,01MCF0519,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit privé, droit civil, droit des affaires",NANCY,
0542493S,UNIVERSITE DE LORRAINE,1314 *,01MCF0236,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit de l'entreprise,NANCY,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,8 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit des affaires,SITE LES TERTIALES VALENCIENNES,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,16 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"profil généraliste en droit privé, avec une orientation en droit des affaires (droit commercial, droit des sociétés, ...)",SITE LES TERTIALES VALENCIENNES,
0640251A,UNIVERSITE DE PAU,4216,,26-I-1,MCF,Non,1,,,01/09/2020,21/01/2020,02/03/2020,"Enseignement: droit pénal général, droit pénal spécial, droit de la peine, droit de l'exécution des peines. Niveaux Licence et Master.Recherche: droit privé au sein du CRAJ",Pau,
0673021V,UNIVERSITE DE STRASBOURG,4631 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit des affaires - Droit civil - Droit des obligations,Illkirch,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4456 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,La personne recrutée devra avoir développé une expertise lui permettant d¿enseigner le droit civil.,Lyon et Bron,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4343 *,0116,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé et sciences criminelles,Lyon et Bourg-en-Bresse,
0720916E,UNIVERSITE DU MANS,4270 *,DEG01MCF0302,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé,LE MANS,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4577 *,14177,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit international privé,Campus Port-Royal et Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4579 *,118,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé et Sciences criminelles,Campus Port-Royal et Pantheon,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4589 *,6196,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé et sciences criminelles,Centre Rene Cassin,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4260 *,0100MCF0137,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4261 *,0100MCF0112,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4262 *,0100MCF0119,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4263 *,0100MCF0312,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,paris,
0755976N,UNIVERSITE DE PARIS,4 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,DROIT CIVIL ET DROIT PENAL,FACULTE SOCIETES ET HUMANITES,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4224,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit civil des affaires,GUYANCOURT,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4227,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit des affaires et droit social,GUYANCOURT,
0801344B,UNIVERSITE D'AMIENS,4488 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,DROIT PRIVE GENERAL,POLE UNIVERSITAIRE CATHEDRALE,
0860856N,UNIVERSITE DE POITIERS,4672 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Le candidat aura pour compétence soit droit des affaires et droit des obligations,soit droit national/international/européen de la propriété intellectuelle ou droit privé de l environnement.",Poitiers,
0860856N,UNIVERSITE DE POITIERS,4673 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,droit des affaires et des obligations ou droit pénal international et européen ou droit national/international/européen de la propriété intellectuelle ou droit privé de lenvironnement,Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4342 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit privé général, procédures collectives, droit du numérique, droit du patrimoine et de l'entreprise",LIMOGES,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4613 *,161,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé général,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4342 *,0700,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit patrimonial et des affaires,Villetaneuse,
0931238R,UNIVERSITE PARIS 13,4364 *,0059,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit privé - Droit des obligations et droit commercial, spécialisation attendue en droit social",Saint -Denis,
0931238R,UNIVERSITE PARIS 13,4366 *,0863,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit civil, Droit des affaires",Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4480 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Maître de conférences en droit privé (section droit privé),2 rue de la Liberte - SAINT DENIS,
0952259P,CY CERGY PARIS UNIVERSITE,13 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,"Droit privé, droit des nouvelles technologies",CERGY,
9710585J,UNIVERSITE DES ANTILLES,4366 *,,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit commercial,Campus de Schoelcher,
9760358K,CUFR  DE MAYOTTE,60 *,074,26-I-1,MCF,Non,1,,,01/09/2020,25/02/2020,26/03/2020,Droit privé Généraliste,DEMBENI,
0062205P,UNIVERSITE COTE D'AZUR,2,618,26-I-1,MCF,Non,2,,,01/09/2020,28/01/2020,03/03/2020,"DROIT INTERNATIONAL PUBLIC, DROIT DU DEVELOPPEMENT",IDPD,
0134009M,UNIVERSITE AIX-MARSEILLE,867 *,52340,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit public, spécialité en droit administratif, notamment en droit administratif comparé et droit public économique et des propriétés publiques",Aix en Provence,
0211237F,UNIVERSITE DE DIJON,4495 *,1262,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public général -  Droit international économique - Droit des investissements internationaux,Dijon,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4385 *,0200MCF0614,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,,BREST et QUIMPER,
0330192E,I.E.P DE BORDEAUX,4048 *,U020MCF0021,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit administratif et institutions administratives,PESSAC,
0330192E,I.E.P DE BORDEAUX,4049 *,U020PR0006,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit constitutionnel et institutions politiques.,PESSAC,
0333298F,UNIVERSITE DE BORDEAUX,455,1125,33,MCF,Non,2,,,01/09/2020,04/02/2020,09/03/2020,Droit constitutionnel comparé,Pessac,S
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4288 *,432,33,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public- Specialisation en Droit constitutionnel (droitconstitutionnel de l environnement et droit parlementaire),Montpellier,S
0350937D,UNIVERSITE RENNES 2,4371 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit Public,Rennes et Saint-Brieuc,
0350937D,UNIVERSITE RENNES 2,4377 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public,Rennes et Saint-Brieuc,
0383546Y,UNIVERSITE GRENOBLE ALPES,8 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public interne avec spécialisation droit du numérique,Grenoble,
0450855K,UNIVERSITE D'ORLEANS,4406 *,MCF0164,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public interne,UFR DEG - ORLEANS,
0511296G,UNIVERSITE DE REIMS,4432 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit public interne, droit fiscal, droit des finances publiques",Reims,
0542493S,UNIVERSITE DE LORRAINE,1262 *,02MCF0294,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public,METZ,
0597065J,UNIVERSITE DE LILLE,135 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit constitutionnel / finances publiques et droit fiscal,LILLE,
0632035V,UNIVERSITE CLERMONT AUVERGNE,204 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit administratif, Droit de l'environnement, Droit de la responsabilité administrative, Droit des risques, Droit de l'urbanisme, Police administrative.",Clermont-Ferrand,
0632035V,UNIVERSITE CLERMONT AUVERGNE,205 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit international public, Droit de la convention européenne des droits de l'homme, Droit de l'Union européenne.",Clermont-Ferrand,S
0673021V,UNIVERSITE DE STRASBOURG,4632 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Institutions administratives, droit administratif",Strasbourg,
0673021V,UNIVERSITE DE STRASBOURG,4633 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public interne,Strasbourg,
0681166Y,UNIVERSITE DE MULHOUSE,4230 *,02 MCF 0514,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public des affaires,"Fac des Sciences Eco, Soc. et juridiques",
0690173N,I.E.P DE LYON,4066 *,0200,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit européentoutes les précisions nécessaires sur le poste sont incluses dans le pdf joint,Lyon et Saint-Etienne,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4457 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"La personne recrutée devra avoir développé une expertise lui permettant d¿enseigner le droit public de l¿art, qu¿il s¿agisse du droit du patrimoine culturel.",Lyon et Bron,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4458 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"La personne recrutée devra avoir développé une expertise lui permettant d¿enseigner le droit administratif, qu¿il s¿agisse du droit administratif général.",Lyon et Bron,S
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4581 *,14122,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit des Finances publiques,Campus Port-Royal,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4582 *,14126,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,DROIT ADMINISTRATIF - DROIT CONSTITUTIONNEL,Campus Port-Royal,
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4583 *,11077,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,DROIT EUROPEEN,Campus Port-Royal,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4264 *,0200MCF0081,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4265 *,0200MCF0180,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0751718K,UNIVERSITE PARIS 2 (PANTHEON-ASSAS),4266 *,0200MCF0085,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,pas de profil,Paris,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4226,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit public interne, droit administratif",GUYANCOURT,
0801344B,UNIVERSITE D'AMIENS,4489 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,DROIT PUBLIC INTERNE,POLE UNIVERSITAIRE CATHEDRALE,
0840685N,UNIVERSITE D'AVIGNON,4148 *,MCF02,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit public : droit du numérique, droit européen",Campus Hannah Arendt - Centre-ville,
0860856N,UNIVERSITE DE POITIERS,4676 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,capacité à dispenser des enseignements relevant de la section 02,Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4340 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,"Droit public général, influence du numérique sur les principes fondamentaux du droit publicDroit constitutionnel",LIMOGES,
0912408Y,UNIVERSITE PARIS SACLAY,27 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit de l¿Union européennedroit de la Convention européenne des droits de l¿homme,SCEAUX,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4589 *,1377,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit international public et droit européen. Langues : français et anglais,NANTERRE,
0931827F,UNIVERSITE PARIS 8,4472 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit Public,2 rue de la Liberte - SAINT DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4723 *,0038,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public interne,Faculte de droit  Creteil,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4724 *,4574,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit public ¿ Droit européen,Faculte de droit  Creteil,
0952259P,CY CERGY PARIS UNIVERSITE,14 *,,26-I-1,MCF,Non,2,,,01/09/2020,25/02/2020,26/03/2020,Droit de l¿Union européenne.,CERGY,
0062205P,UNIVERSITE COTE D'AZUR,3,603,26-I-1,MCF,Non,3,,,01/09/2020,28/01/2020,03/03/2020,HISTOIRE DU DROIT ET DES INSTITUTIONS DES ETATS DE SAVOIE,CAMPUS DROIT,
0311382J,UNIVERSITE TOULOUSE 1,4216,,26-I-1,MCF,Non,3,,,01/09/2020,17/02/2020,18/03/2020,Critères d'excellence scientifique (histoire fiscale et financière et/ou des rapports Etat-institutions locales aux époques moderne et contemporaine). Intégration aux travaux et aux réseaux du CTHDIP.,Toulouse,
0440984F,UNIVERSITE DE NANTES,4575 *,1567,26-I-1,MCF,Non,3,,,01/09/2020,25/02/2020,26/03/2020,histoire du droit privé,Nantes,
0801344B,UNIVERSITE D'AMIENS,4490 *,,26-I-1,MCF,Non,3,,,01/09/2020,25/02/2020,26/03/2020,"HISTOIRE DES INSTITUTIONS, HISTOIRE DU DROIT PUBLIC ET PRIVE",POLE UNIVERSITAIRE CATHEDRALE,
9760358K,CUFR  DE MAYOTTE,59 *,0073,26-I-1,MCF,Non,3,,,01/09/2020,25/02/2020,26/03/2020,Histoire du droit et des institutions,DEMBENI,
0330192E,I.E.P DE BORDEAUX,4045 *,U0400MCF0400009,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Relations internationales - Sécurité,PESSAC,
0383546Y,UNIVERSITE GRENOBLE ALPES,26 *,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Environnements politiques et juridiques des acteurs privés et publics pour LEA,Grenoble et Valence,S
0421095M,UNIVERSITE DE SAINT-ETIENNE,4302 *,0828,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,"ACTION PUBLIQUE, SANTE",ST ETIENNE,
0597065J,UNIVERSITE DE LILLE,136 *,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Politique de l'environnement,LILLE,
0681166Y,UNIVERSITE DE MULHOUSE,4233 *,04 MCF 0664,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,"Sociologie politique comparée, politique internationale","Fac des Sciences Eco, Soc. et juridiques",
0690173N,I.E.P DE LYON,4068 *,0400,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Sociologie politique de l'international - géopolitiquetoutes les précisions nécessaires sur le poste sont incluses dans le pdf joint,Lyon et Saint-Etienne,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4422 *,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Le collègue interviendra principalement dans le domaine de spécialité de l¿histoire sociale des idées politiques.,Bron,S
0751717J,UNIVERSITE PARIS 1 (PANTHEON-SORBONNE),4576 *,1800,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Sociologie politique - Action publique,Centre Pantheon,
0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),4298 *,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Science politique,IHEAL - CAMPUS CONDORCET,S
0753488J,INALCO PARIS,4154,499,26-I-1,MCF,Non,4,23,,01/09/2020,18/02/2020,19/03/2020,"Politiques, espaces et sociétés en Europe médiane contemporaine",Paris,
0761904G,UNIVERSITE DE ROUEN,4492 *,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Sociologie politique,ROUEN,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4225,,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,Sociologie politique de l¿Europe et/ou de l¿international,GUYANCOURT,
0840685N,UNIVERSITE D'AVIGNON,4150 *,MCF04-19,26-I-1,MCF,Non,4,19,,01/09/2020,25/02/2020,26/03/2020,Sociologie politique du numérique,Campus Hannah Arendt  Centre-ville,
0931827F,UNIVERSITE PARIS 8,4511,,26-I-1,MCF,Non,4,,,01/09/2020,26/02/2020,27/03/2020,Sociologie politique de l'international: terrains du Sud,2 rue de la liberte - SAINT DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4722 *,Creation,26-I-1,MCF,Non,4,,,01/09/2020,25/02/2020,26/03/2020,"Histoire sociale des idées politiques, sociologie politique (en anglais)",Creteil puis Fontainebleau,
0062205P,UNIVERSITE COTE D'AZUR,4,623,26-I-1,MCF,Non,5,,,01/09/2020,28/01/2020,03/03/2020,"ÉCONOMIE DE L¿INNOVATION, ECONOMIE URBAINE ET REGIONALE, TERRITOIRESINTELLIGENTS, ECONOMETRIE SPATIALE",Campus Sciences Economiques,
0062205P,UNIVERSITE COTE D'AZUR,5,625,26-I-1,MCF,Non,5,,,01/09/2020,28/01/2020,03/03/2020,HISTOIRE DE L¿ANALYSE ECONOMIQUE CONTEMPORAINE,Campus Sciences economiques,
0134009M,UNIVERSITE AIX-MARSEILLE,873 *,56654,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,"Economie du travail et politiques sociales : genre, famille et ESS",AIX MARSEILLE,
0211237F,UNIVERSITE DE DIJON,4496 *,1111,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Economie générale - Méthodes quantitatives - Innovations,Dijon,
0310133B,I.E.P DE TOULOUSE,4027 *,T2MCF0015,26-I-1,MCF,Oui,5,,,01/09/2020,25/02/2020,26/03/2020,Voir la fiche poste ci-après,TOULOUSE,
0311086M,UNIV. TOULOUSE 3 (IUT),4625 *,1911,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Economie générale et économie territorialeLibellé du profil RECHERCHE : Economie du développement territorial,AUCH,
0311383K,UNIVERSITE TOULOUSE 2,4509,,26-I-1,MCF,Non,5,24,,01/09/2020,10/02/2020,12/03/2020,Economie écologique et Etudes du développement dans une perspective internationale,TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,457,,26-I-1,MCF,Non,5,6,,01/09/2020,04/02/2020,09/03/2020,Économie et management de l'innovation,Pessac,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4287 *,384,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Sciences Economiques,Montpellier,S
0350936C,UNIVERSITE RENNES 1,4504 *,1730,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Intervention notamment dans la section internationale en licence. Participation au développement de l'offre de formations internationales. Le candidat inscrira ses travaux de recherche dans le CREM.,RENNES,
0380134P,IEP DE GRENOBLE,4062 *,30517,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,conomie sécurité-défense (Cesice) ou Economie Sociale (Pacte),SAINT MARTIN D'HERES,
0383546Y,UNIVERSITE GRENOBLE ALPES,10 *,,26-I-2,MCF,Non,5,6,,01/09/2020,25/02/2020,26/03/2020,Economie et gestion des organisations,Grenoble,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4303 *,0080,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,THEORIE DU CHOIX SOCIAL,ST ETIENNE,
0440984F,UNIVERSITE DE NANTES,4577 *,1219,26-I-1,MCF,Non,5,6,,01/09/2020,25/02/2020,26/03/2020,"banque, finance et Macro-finance",Nantes,
0450855K,UNIVERSITE D'ORLEANS,4407 *,MCF0166,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,"Econométrie financière, finance ou macroéconomie.",UFR DEG - ORLEANS,
0542493S,UNIVERSITE DE LORRAINE,1264 *,05MCF0601,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Microéconomie appliquée,METZ,
0542493S,UNIVERSITE DE LORRAINE,1283 *,05MCF0215,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Economie appliquée,NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4156 *,0956,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,MacroéconomieÉconomie monétaire et financière,Vannes,
0595964M,UNIVERSITE DU LITTORAL,4259 *,0234,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,Maître de Conférences en Economie,DUNKERQUE ET BOULOGNE SUR MER,
0595964M,UNIVERSITE DU LITTORAL,4267 *,,26-I-1,MCF,Non,5,6,,01/09/2020,25/02/2020,26/03/2020,"Enseignement en économie et management de l¿innovation.Recherche au laboratoire ISI:domaines de l¿entrepreneuriat, des stratégies, dynamiques et espaces d¿innovation.",DUNKERQUE,
0673021V,UNIVERSITE DE STRASBOURG,4634 *,,26-I-1,MCF,Non,5,,,01/09/2020,25/02/2020,26/03/2020,"Economie du risque et de l'incertain, économie bancaire",Strasbourg,
